,output
280,"Explicação: A notícia fornece detalhes específicos sobre a vida e a morte do cardeal Dom Paulo Evaristo Arns, incluindo sua trajetória, atuação em defesa dos direitos humanos durante a ditadura militar, e a participação de figuras públicas no seu velório. Além disso, a notícia menciona eventos e pessoas que são amplamente reconhecidos e documentados, como o ex-presidente Lula, a viúva de Vladimir Herzog, e a Catedral da Sé. A informação é consistente com fontes confiáveis e não há indícios de desinformação ou fake news.

Resposta: 1"
281,"Explicação: A notícia é baseada em delações premiadas de executivos da Odebrecht, que afirmam que houve repasses ilícitos para a campanha de Geraldo Alckmin em 2014. Essas delações são parte de investigações da Operação Lava Jato, que já resultou em condenações e prisões de vários envolvidos. A Secretaria dos Transportes Metropolitanos e outras entidades mencionadas na notícia também confirmam que estão acompanhando as delações e que tomarão medidas legais caso haja participação de seus funcionários em crimes. Portanto, a notícia é baseada em fontes confiáveis e está alinhada com informações já conhecidas sobre a Operação Lava Jato.

Resposta: 1"
282,"Explicação: A notícia é verdadeira. O massacre em Las Vegas realmente ocorreu, e o Papa Francisco, assim como outras personalidades e governos, expressaram suas condolências e lamentaram o evento. A informação sobre o número de vítimas e feridos, bem como a ausência de brasileiros entre as vítimas, foi confirmada pelo Itamaraty. A notícia também inclui declarações de outras figuras públicas, como o presidente dos Estados Unidos, Donald Trump, e a ex-senadora Hillary Clinton, que também comentaram sobre o evento.

Resposta: 1"
283,"Explicação: A notícia sobre o ministro Edson Fachin recebendo ameaças é uma informação que pode ser verificada com fontes confiáveis, como o próprio ministro ou a GloboNews. No entanto, a notícia não especifica de onde vêm as ameaças, o que pode ser um ponto de cautela. A notícia sobre o corpo de um brasileiro encontrado na Irlanda é uma informação factual que pode ser confirmada por fontes oficiais, como o Itamaraty. A notícia sobre a decisão da 2a Turma do STF sobre a denúncia contra Romero Jucá e Jorge Gerdau é uma informação oficial que pode ser confirmada pelo STF. A notícia sobre o dólar fechando em alta é uma informação econômica que pode ser verificada por fontes financeiras. A notícia sobre o corpo de Caique Trindade de Oliveira encontrado na Irlanda é uma informação factual que pode ser confirmada por fontes oficiais. A notícia sobre o cliente negro chamado de ""macaco"" no Burger King é uma informação que pode ser verificada por fontes policiais e a própria vítima. A notícia sobre Mark Zuckerberg prestar testemunho no Congresso dos Estados Unidos é uma informação que pode ser verificada por fontes de mídia confiáveis. A notícia sobre o juiz federal de Goiás ordenar que empresas incluam nos rótulos os nomes dos cereais não maltados é uma informação oficial que pode ser confirmada pelo juiz e pelas empresas envolvidas. A notícia sobre a seleção brasileira vencer a Alemanha é uma informação esportiva que pode ser verificada por fontes esportivas.

Resposta: 1"
284,"Explicação: A notícia fornece detalhes específicos sobre a exoneração do ex-secretário de Obras de Natal, Fred Queiroz, e sua transferência para o Comando da PM. Além disso, menciona a operação Manus da Polícia Federal e a suspeita de participação de Queiroz em um esquema de lavagem de dinheiro. A notícia é corroborada por fontes oficiais, como o Diário Oficial e a Polícia Federal, e não há indicações de que a informação seja fabricada ou distorcida. Portanto, a notícia é verdadeira.

Resposta: 1"
285,"Explicação: A notícia é verdadeira. A entrevista com Luiz Marinho, presidente do PT de São Paulo, foi realizada e ele fez as declarações mencionadas. A notícia é baseada em uma fonte confiável (Rádio Eldorado) e não há indícios de que a informação seja falsa ou manipulada.

Resposta: 1"
286,"Explicação: A notícia é verdadeira. A carta enviada pelo senador Aécio Neves aos senadores é um documento público e foi amplamente divulgada por diversos meios de comunicação. A carta detalha as alegações de Aécio Neves sobre a trama contra ele e a sua defesa contra as acusações de obstrução de justiça e corrupção passiva. A notícia é baseada em fatos concretos e em um documento oficial, o que a torna verificada.

Resposta: 1"
287,"Explicação: A notícia é verdadeira. Ela é baseada em declarações de um procurador de Justiça do Ministério Público do Paraná (MP-PR) e inclui informações sobre ataques à caravana do ex-presidente Luiz Inácio Lula da Silva, incluindo a tentativa de homicídio. A notícia também menciona a resposta do Ministério Público e da Secretaria de Estado de Segurança Pública e Administração Penitenciária (Sesp) ao caso. Além disso, há menções a denúncias e prints de mensagens de um grupo de WhatsApp que planejava os ataques. Todas essas informações são corroboradas por fontes confiáveis e não há indícios de desinformação.

Resposta: 1"
288,"Explicação: A notícia fornecida é uma descrição detalhada e factual sobre o estado atual das investigações envolvendo o ex-presidente Luiz Inácio Lula da Silva (Lula) na Operação Lava Jato. A notícia menciona a análise de um pedido de prisão preventiva, a remessa de inquéritos para o juiz Sérgio Moro e o Supremo Tribunal Federal, e os detalhes dos inquéritos em questão. Todas as informações são consistentes com os eventos públicos e notícias anteriores sobre o caso. Portanto, a notícia é verdadeira.

Resposta: 1"
289,"Explicação: A notícia fornece detalhes específicos sobre a visita da ministra Cármen Lúcia a uma cadeia no Paraná, incluindo a capacidade dos presídios, a superlotação das delegacias e as ações do governo para resolver a situação. Esses detalhes são corroborados por fontes oficiais, como a Secretaria de Segurança Pública e a assessoria da ministra. Além disso, a notícia menciona a criação de um cadastro nacional de presos, que é um objetivo conhecido da Justiça brasileira. Portanto, a notícia parece ser bem fundamentada e não há indicações de que seja falsa.

Resposta: 1"
290,"Explicação: A notícia é verdadeira. Ela relata eventos reais que ocorreram em Charlotte, Carolina do Norte, envolvendo a morte de Keith Lamont Scott por policiais e os subsequentes protestos e manifestações. A notícia inclui detalhes específicos sobre os vídeos divulgados pela polícia, as declarações de autoridades e a reação dos manifestantes, o que é consistente com informações de fontes confiáveis e reportagens de agências de notícias como Reuters, AFP e EFE.

Resposta: 1"
291,"Explicação: A notícia é verdadeira. A reportagem detalha um evento real em que o ex-presidente Luiz Inácio Lula da Silva fez declarações durante uma caravana em Vitória, Espírito Santo. As citações atribuídas a Lula são consistentes com seu estilo de comunicação e suas posições políticas conhecidas. Além disso, a notícia é corroborada por fontes confiáveis e não há indícios de manipulação ou desinformação.

Resposta: 1"
292,"Explicação: A notícia fornecida é uma reportagem detalhada sobre um evento real e documentado, envolvendo o senador Aécio Neves e a Procuradoria Geral da República (PGR). A reportagem menciona fatos concretos, como o envio de um documento ao Supremo Tribunal Federal (STF) pelo senador Aécio Neves, a resposta do ministro Edson Fachin e a posição da defesa do senador. Todos esses eventos são bem documentados e verificáveis em fontes confiáveis. Portanto, a notícia é verdadeira.

Resposta: 1"
293,"Explicação: A notícia fornecida é uma retrospectiva de eventos significativos que ocorreram no Rio Grande do Sul em 2017. Cada um dos eventos mencionados é um fato real e documentado, como a morte do cantor Belchior, o cancelamento da exposição ""Queermuseu"", o julgamento do ex-presidente Lula, entre outros. A notícia é uma compilação de eventos reais e não contém informações fictícias ou distorcidas.

Resposta: 1"
294,"Explicação: A notícia fornece detalhes específicos sobre uma investigação em andamento pela Promotoria Militar em Belém, envolvendo a participação de policiais militares em uma chacina no bairro da Condor. A notícia cita fontes oficiais, como a Promotoria de Justiça Militar e a Corregedoria da PM, e inclui declarações de um promotor militar e de um presidente de uma associação de policiais. Além disso, a notícia menciona recomendações e ações tomadas em resposta a uma CPI das milícias, o que adiciona credibilidade ao relato. Portanto, a notícia parece ser bem fundamentada e não há indícios de que seja falsa.

Resposta: 1"
295,"Explicação: A notícia fornecida é uma retrospectiva detalhada dos principais fatos políticos na região de Ribeirão Preto em 2017. Ela menciona eventos bem documentados, como a prisão de Dárcy Vera, delações de executivos da Odebrecht e JBS, e outras investigações e prisões relacionadas à Operação Lava Jato. Todos esses eventos são amplamente cobertos pela mídia e têm registros públicos, o que os torna verificáveis. Portanto, a notícia é baseada em fatos reais e bem documentados.

Resposta: 1"
296,"Explicação: A notícia fornece detalhes específicos sobre a apreensão de um aparelho bloqueador de sinal telefônico no apartamento do senador Aécio Neves, durante a Operação Patmos. A notícia menciona a análise pericial da Polícia Federal, que confirmou que o aparelho é um bloqueador de sinal telefônico proibido pela Anatel. Além disso, a notícia inclui informações sobre a investigação em andamento por suspeitas de crime de lavagem de dinheiro e a denúncia apresentada contra Aécio Neves. A defesa do senador nega o uso do aparelho e afirma que ele desconhecia a natureza do equipamento. Todas essas informações são corroboradas por fontes confiáveis e documentadas, como a Polícia Federal e a Receita Federal.

Resposta: 1"
297,"Explicação: A notícia fornece detalhes específicos sobre um incidente envolvendo um mecânico e um policial militar em Lagoa da Prata, em novembro de 2017. A notícia menciona a agressão, o estado vegetativo do mecânico, a campanha de arrecadação de fundos e as investigações em andamento. Além disso, a notícia cita fontes como familiares, testemunhas e autoridades policiais, o que adiciona credibilidade ao relato. Não há indicações de que a notícia seja uma fake news, e os detalhes fornecidos são consistentes com o que se espera de uma reportagem jornalística.

Resposta: 1"
298,"Explicação: A notícia é baseada em depoimentos de Mônica Moura e João Santana, que são réus em uma ação penal da Operação Lava Jato. Eles confirmaram o uso de caixa 2 em campanhas políticas, incluindo a campanha de Dilma Rousseff em 2010. A notícia também menciona que Mônica Moura admitiu que não foi totalmente sincera em seu depoimento à Polícia Federal. Esses depoimentos são parte de um processo judicial e, portanto, são fontes confiáveis para a notícia.

Resposta: 1"
299,"Explicação: A notícia é verdadeira. Ela foi publicada por fontes confiáveis e contém detalhes específicos sobre o acordo de delação premiada do ex-diretor da Odebrecht, Fernando Migliaccio. A notícia menciona a retirada do sigilo pelo ministro Edson Fachin do Supremo Tribunal Federal, a devolução de bens e a pena máxima prevista no acordo. Além disso, a notícia é corroborada por uma nota oficial da Odebrecht, que confirma a colaboração da empresa com a Justiça.

Resposta: 1"
300,"Explicação: A notícia fornece detalhes específicos sobre uma pesquisa do Instituto Datafolha realizada em novembro de 2018, incluindo os resultados de intenção de voto para o primeiro turno da eleição presidencial e simulações de segundo turno. A margem de erro e o número de entrevistas realizadas também são mencionados. Esses detalhes são consistentes com o que se espera de uma pesquisa de opinião pública e são corroborados por fontes confiáveis, como o jornal ""Folha de S.Paulo"". Portanto, a notícia parece ser verdadeira.

Resposta: 1"
301,"Explicação: A notícia é baseada em um depoimento de Hilberto Mascarenhas, ex-executivo da Odebrecht, que detalhou pagamentos a João Santana, marqueteiro das campanhas de Dilma Rousseff e Luiz Inácio Lula da Silva. O depoimento foi feito no âmbito da Operação Lava Jato e foi homologado pelo Supremo Tribunal Federal. A informação sobre os pagamentos em moeda estrangeira é corroborada por documentos e investigações da Polícia Federal e do Ministério Público Federal. Portanto, a notícia é verdadeira.

Resposta: 1"
302,"Explicação: A notícia fornecida é detalhada e menciona fontes e eventos específicos, como a Operação Deflexão, a atuação de ministros e deputados, e a colaboração de empresários. A notícia também cita nomes de pessoas envolvidas e detalha os mandados judiciais cumpridos. Esses elementos são consistentes com a forma como notícias de investigações policiais e judiciais são geralmente reportadas. Além disso, a notícia menciona a autorização de um ministro do STF, o que é um detalhe que adiciona credibilidade ao relato.

Resposta: 1"
303,"Explicação: A notícia fornece dados específicos sobre a redução de verbas destinadas à construção de creches e pré-escolas no Brasil, com base em informações obtidas pelo Fundo Nacional de Desenvolvimento da Educação (Fundeb). O Ministério da Educação (MEC) confirmou a redução, mas argumentou que a comparação entre os períodos de janeiro a julho de 2016 e 2017 não é adequada devido ao fluxo de repasses dependendo da comprovação da evolução das obras. A ONG Transparência Brasil também mencionou a falta de fiscalização e lançou um aplicativo para monitorar o andamento das obras. A nota do Fundeb detalha as mudanças na metodologia de repasse de verbas e a situação específica de uma obra em Carapicuíba. A nota do MEC e a ONG Transparência Brasil fornecem diferentes perspectivas sobre a situação, mas a notícia principal sobre a redução de verbas é confirmada por fontes oficiais.

Resposta: 1"
304,"Explicação: A notícia fornece detalhes específicos sobre as delações da Odebrecht e a pressão exercida pela Petrobras para incluir a OAS em um consórcio para obras na Refinaria Getúlio Vargas (Repar). A notícia menciona depoimentos de ex-executivos da Odebrecht, relatórios da Comissão Interna de Apuração (CIA) da Petrobras, e sentenças judiciais que confirmam a existência de pagamentos indevidos e a participação de funcionários da Petrobras em atos de corrupção. Além disso, a notícia cita a posição de procuradores e advogados envolvidos nos casos, bem como a resposta da Odebrecht e outras empresas mencionadas. Todos esses elementos indicam que a notícia é baseada em informações concretas e documentadas, o que a torna verdadeira.

Resposta: 1"
305,"Explicação: A notícia fornecida é uma descrição detalhada dos processos judiciais e investigações envolvendo o ex-presidente Luiz Inácio Lula da Silva. A notícia menciona várias acusações e denúncias contra Lula, incluindo corrupção passiva, lavagem de dinheiro, obstrução de justiça, tráfico de influência e organização criminosa. Todas essas informações são baseadas em fatos públicos e documentados, como denúncias do Ministério Público Federal, decisões judiciais e investigações da Polícia Federal. Portanto, a notícia é verdadeira.

Resposta: 1"
306,"Explicação: A notícia é verdadeira. O comunicado do Ministério de Minas e Energia sobre a proposta de privatização da Eletrobras foi confirmado por fontes oficiais e pelo próprio ministro Fernando Coelho Filho. A proposta de reduzir a participação da União na Eletrobras e a expectativa de arrecadar cerca de R$ 20 bilhões com a operação são informações que foram oficialmente divulgadas e não há indícios de que sejam falsas.

Resposta: 1"
307,"Explicação: A notícia é verdadeira porque está baseada em um relatório oficial da Polícia Federal, que concluiu que não houve crime de obstrução da Operação Lava Jato por parte dos senadores Renan Calheiros, Romero Jucá e José Sarney. O relatório detalha a análise das gravações e a conclusão de que as conversas não configuram crime de obstrução.

Resposta: 1"
308,"Explicação: A notícia sobre a suspensão da posse da deputada Cristiane Brasil como ministra do Trabalho por decisão da presidente do STF, Cármen Lúcia, é verdadeira. A decisão foi publicada no site do STF e confirmada por fontes oficiais. A notícia também menciona um processo movido por advogados trabalhistas e a competência questionada do vice-presidente do STJ, ministro Humberto Martins, para autorizar a posse de Cristiane Brasil. Esses detalhes são corroborados por informações de fontes confiáveis e não há indícios de desinformação ou manipulação.

Resposta: 1"
309,"Explicação: A notícia fornecida contém informações detalhadas sobre a Operação Patmos, um desdobramento da Lava Jato, e menciona a interceptação telefônica de Aécio Neves e sua irmã Andrea Neves. A notícia também menciona a delação da Odebrecht e os inquéritos autorizados pelo ministro Edson Fachin do STF. No entanto, a notícia não fornece fontes confiáveis ou links para verificar a veracidade das informações. Além disso, a notícia é apresentada de forma a sugerir que Aécio Neves está envolvido em atividades ilícitas, mas não fornece provas concretas ou documentos que comprovem essas alegações.

Resposta: 0"
310,"Explicação: A notícia sobre a demissão de Fernando Segovia do comando da Polícia Federal e a substituição por Rogério Galloro é verdadeira. A informação foi confirmada por fontes confiáveis e está alinhada com eventos conhecidos na política brasileira. A notícia também menciona a prorrogação do inquérito contra Michel Temer, que é um fato real e confirmado por fontes oficiais. A notícia sobre a cópia de um passaporte brasileiro emitido para Kim Jong-un também é verdadeira, conforme relatado pela Reuters. A notícia sobre a renúncia do ministro grego da Economia, Dimitri Papadimitriou, é verdadeira e está alinhada com os eventos políticos na Grécia. A notícia sobre a oferta de comida e carona em troca de sexo por organizações de caridade na Síria é verdadeira, conforme relatada pela BBC. A notícia sobre a intoxicação de crianças por pirulitos com energético é falsa, mas a circulação do boato coincide com um fato real de intoxicação de pessoas que consumiram balas encontradas em uma praia.

Resposta: 1"
311,"Explicação: A notícia apresenta dados concretos e detalhados sobre a Operação Lava Jato, incluindo números de denúncias, condenações, acordos de colaboração e valores recuperados. No entanto, a discussão sobre a possibilidade de tributação de valores oriundos de caixa dois e crimes como lavagem de dinheiro ou corrupção é complexa e envolve interpretações jurídicas que podem variar. A Receita Federal argumenta que a tributação é permitida, mas há precedentes jurisprudenciais que diferenciam a ilicitude como circunstância periférica ou central à norma de tributação. A questão é complexa e não pode ser generalizada, exigindo uma análise caso a caso.

Resposta: 1 (A notícia é verdadeira, pois apresenta dados concretos e uma discussão detalhada sobre a Operação Lava Jato e a possibilidade de tributação de valores recuperados.)"
312,"Explicação: A notícia fornece detalhes sobre uma nova denúncia do procurador-geral da República, Rodrigo Janot, contra o presidente Michel Temer e outros indivíduos, incluindo ministros e executivos. A notícia também inclui declarações dos acusados sobre a denúncia. Esses detalhes são consistentes com informações públicas e são corroborados por fontes confiáveis, como a Secretaria Especial de Comunicação Social da Presidência da República e advogados dos acusados. Portanto, a notícia é verdadeira.

Resposta: 1"
313,"Explicação: A notícia é verdadeira. A suspensão dos direitos políticos da Venezuela pelo Mercosul foi uma decisão formal e foi amplamente coberta pela mídia internacional. A reunião em São Paulo, a qual os representantes dos países fundadores do Mercosul participaram, e a decisão de suspender a Venezuela por ""ruptura da ordem democrática"" são fatos confirmados por diversas fontes confiáveis. A declaração do chanceler brasileiro Aloysio Nunes e a posição do governo brasileiro também são consistentes com a notícia.

Resposta: 1"
314,"Explicação: A notícia é verdadeira. Ela se baseia em informações de delações premiadas e inquéritos abertos pelo Supremo Tribunal Federal (STF), que são fontes confiáveis e documentadas. A notícia também inclui declarações de advogados e representantes do Palácio do Planalto, que respondem às acusações, o que adiciona uma camada de verificação adicional.

Resposta: 1"
315,"Explicação: A notícia fornece detalhes específicos sobre uma denúncia feita pela força-tarefa da Operação Lava Jato em Curitiba, envolvendo o ex-gerente da Petrobrás Márcio de Almeia Ferreira e outros indivíduos. A denúncia detalha acusações de corrupção passiva, lavagem de dinheiro e organização criminosa, além de mencionar a utilização da Lei da Repatriação para lavar R$ 48 milhões. A notícia é baseada em informações de fontes oficiais, como o Ministério Público Federal e a Receita Federal, e inclui declarações de procuradores e auditorias fiscais. Portanto, a notícia é consistente com fontes confiáveis e não apresenta indícios de ser uma notícia falsa.

Resposta: 1"
316,"Explicação: A notícia é verdadeira. Ela relata um evento real que ocorreu na Câmara dos Deputados, onde os juristas Janaina Paschoal e Miguel Reale Jr. apresentaram argumentos para o impeachment da presidente Dilma Rousseff. A notícia inclui detalhes específicos sobre suas declarações e a reação dos parlamentares, o que é consistente com eventos públicos e bem documentados.

Resposta: 1"
317,"Explicação: A notícia é verdadeira. Ela relata uma declaração de dois ministros do Supremo Tribunal Federal (STF) sobre a Operação Lava Jato e a decisão de soltar o ex-ministro José Dirceu. Os ministros Marco Aurélio e Celso de Mello afirmaram que a Operação Lava Jato não está em risco devido à soltura de Dirceu, e que a decisão foi baseada em princípios legais. A notícia é corroborada por fontes confiáveis e não há indicações de que seja uma notícia falsa.

Resposta: 1"
318,"Explicação: A notícia fornece detalhes específicos sobre um processo judicial envolvendo o cantor Victor Chaves, incluindo a denúncia do Ministério Público, a decisão judicial e os depoimentos das partes envolvidas. A informação é corroborada por fontes confiáveis, como a Polícia Civil e o Fórum Lafayette, e não há indicações de que a notícia seja fabricada ou distorcida. Além disso, a notícia é consistente com os eventos públicos conhecidos e não apresenta contradições significativas.

Resposta: 1"
319,"Explicação: A notícia fornecida é uma descrição detalhada de eventos e investigações relacionados à Operação Lava Jato e ao ex-presidente Lula. Inclui informações sobre a condução coercitiva de Lula, o vazamento de informações, investigações sobre vazamentos de dados sigilosos, e detalhes sobre a relação entre Roberto Teixeira, Glaucos da Costamarques e o ex-presidente. A notícia é baseada em fontes e documentos oficiais, como quebras de sigilo telefônico e ofícios do Hospital Sírio Libanês. Portanto, a notícia é verdadeira.

Resposta: 1"
320,"Explicação: A notícia fornece detalhes específicos sobre a situação da Samarco Mineração, incluindo a dependência de licenças ambientais para a retomada das operações, a necessidade de obras de adequação e a falta de acordo com a prefeitura de Santa Bárbara. Esses pontos são corroborados por fontes confiáveis, como o Estadão/Broadcast, e a notícia é consistente com informações anteriores sobre o caso. Portanto, a notícia é verdadeira.

Resposta: 1"
321,"Explicação: A notícia é verdadeira. Ela descreve uma situação real e verificada, com detalhes específicos sobre a vida de Antônio Donizete, a fazenda Buquira, e a relação com o escritor Monteiro Lobato. A notícia também menciona a atualização sobre a morte de Antônio Donizete, o que é uma informação adicional que confirma a veracidade do conteúdo original.

Resposta: 1"
322,"Explicação: A notícia fornece detalhes específicos sobre um evento real que ocorreu em Estocolmo, incluindo a marcha contra o terrorismo, o número de participantes, as vítimas do atentado, e as investigações em andamento. A citação de fontes oficiais, como a prefeitura local e a polícia, adiciona credibilidade ao relato. Além disso, a notícia é corroborada por agências de notícias confiáveis, como a AFP.

Resposta: 1"
323,"Explicação: A notícia é verdadeira. A reportagem é baseada em uma entrevista do presidente Michel Temer à Rádio Bandeirantes, onde ele nega ser candidato à reeleição e afirma que a intervenção na segurança pública do Rio de Janeiro é uma ""jogada de mestre"". A notícia também menciona declarações de aliados de Temer e outros políticos, como Jucá e Henrique Meirelles, que discutem a possibilidade de Temer ser candidato. A reportagem é detalhada e inclui citações diretas de fontes confiáveis, o que reforça sua veracidade.

Resposta: 1"
324,"Explicação: A notícia fornece detalhes específicos sobre a prisão do ex-ministro Geddel Vieira Lima e a apreensão de R$ 51 milhões em um imóvel em Salvador. A notícia menciona fontes confiáveis, como a Polícia Federal e o juiz Vallisney de Souza Oliveira, que autorizou a nova prisão. Além disso, a notícia é corroborada por informações de outras fontes, como a TV Bahia e a assessoria do Ministério Público Federal. Não há indicações de que a notícia seja uma fake news, e os detalhes fornecidos são consistentes com informações anteriores sobre o caso.

Resposta: 1"
325,"Explicação: A notícia é baseada em um caso real relatado por um psiquiatra e publicado em uma revista científica. O caso envolve uma mulher que sofreu alucinações auditivas e se automutilou devido a um tumor no cérebro. A história é detalhada e inclui informações sobre a localização do tumor, os sintomas da paciente e a relação entre o tumor e suas experiências religiosas. A notícia é corroborada por fontes confiáveis e não há indicações de que seja uma notícia falsa.

Resposta: 1"
326,"Explicação: A notícia é baseada em um depoimento de Fábio Cleto, ex-vice-presidente da Caixa Econômica Federal, que está prestando depoimento em um processo judicial. Cleto afirma ter recebido propina em dinheiro vivo das mãos de Eduardo Cunha, ex-presidente da Câmara dos Deputados. A notícia é corroborada por detalhes específicos, como a data, o local e os valores envolvidos, o que sugere que a informação é verificada e confiável. Além disso, a notícia menciona outros réus e detalhes do processo, o que adiciona credibilidade ao relato.

Resposta: 1"
327,"Explicação: A notícia fornecida é uma reportagem detalhada sobre as sanções impostas pelos Estados Unidos à Venezuela e suas possíveis consequências econômicas. A reportagem inclui citações de fontes oficiais, como a Casa Branca e o governo venezuelano, e também de especialistas econômicos. Além disso, a notícia menciona eventos recentes e declarações de figuras importantes, como o presidente Donald Trump e o presidente venezuelano Nicolás Maduro. Todas essas informações são consistentes com eventos e declarações conhecidas, o que sugere que a notícia é verdadeira.

Resposta: 1"
328,"Explicação: A notícia é uma narrativa detalhada e pessoal sobre uma mulher que sofreu violência psicológica e física ao longo de sua vida. A história é contada de forma vívida e emocionalmente carregada, o que é comum em contos de sobrevivência a violência. A narrativa inclui detalhes específicos sobre eventos, pessoas e situações que, se verdadeiras, são difíceis de inventar. Além disso, a história é acompanhada por uma mensagem de apoio e conscientização sobre a violência contra a mulher, o que é consistente com a intenção de informar e sensibilizar o público.

Resposta: 1"
329,"Explicação: A notícia fornecida é detalhada e menciona fontes específicas, como o Ministério Público Federal (MPF) e a Justiça Federal, além de fornecer informações sobre as ações legais e os envolvidos. A descrição dos esquemas fraudulentos e das irregularidades nas licitações também é específica e detalhada, o que é comum em notícias verdadeiras. Além disso, a notícia menciona operações policiais e investigações específicas, o que adiciona credibilidade ao conteúdo.

Resposta: 1"
330,"Explicação: A notícia fornece detalhes específicos sobre investigações em andamento e delações de um ex-presidente da Transpetro, Sérgio Machado. As informações incluem a reabertura de investigações, a citação de políticos com foro privilegiado, e detalhes sobre doações de campanha. A notícia também menciona a gravação de conversas e a posição dos políticos citados. Todas essas informações são corroboradas por fontes confiáveis e documentos públicos, como a delação de Machado e decisões do Supremo Tribunal Federal.

Resposta: 1"
331,"Explicação: A notícia fornece detalhes sobre a audiência do ex-presidente Luiz Inácio Lula da Silva com o juiz federal Sérgio Moro, incluindo declarações do advogado de Lula, Cristiano Zanin Martins. A notícia é baseada em fontes confiáveis e não há indicações de que seja uma notícia falsa. A informação é consistente com os eventos conhecidos e as declarações dos envolvidos.

Resposta: 1"
332,"Explicação: A notícia fornece detalhes sobre a entrega do parecer do senador Ricardo Ferraço sobre a reforma trabalhista, incluindo a confusão e protestos na Comissão de Assuntos Econômicos (CAE). A notícia menciona que o relator não alterou o texto aprovado pela Câmara, mas sugeriu mudanças por meio de vetos e medida provisória. A confusão e os protestos são descritos com detalhes, incluindo a suspensão da sessão pelo presidente da CAE. A notícia também menciona a crise política do governo e a entrega do relatório em meio a essa crise. Tudo isso é consistente com informações públicas e eventos conhecidos, o que sugere que a notícia é verdadeira.

Resposta: 1"
333,"Explicação: A notícia é verdadeira. A decisão do juiz Bruno Apolinário do Tribunal Regional Federal da 1a Região, em Brasília, de devolver o passaporte ao ex-presidente Luiz Inácio Lula da Silva e retirar seu nome do cadastro de procurados e impedidos da Polícia Federal é um evento real e documentado. A decisão foi tomada após uma análise detalhada do caso e a conclusão de que não havia fundamento para a alegação de que Lula pretendesse fugir do país. A defesa de Lula também confirmou a correção de uma violação à garantia constitucional de ir e vir.

Resposta: 1"
334,"Explicação: A notícia fornecida é uma retrospectiva de eventos que ocorreram na região de Piracicaba em 2017. Cada evento descrito é um fato real que ocorreu na região, conforme relatado por fontes confiáveis como o G1. Portanto, a notícia é verdadeira.

Resposta: 1"
335,"Explicação: A notícia fornecida é uma reportagem detalhada sobre a troca de ministros no governo brasileiro, envolvendo Torquato Jardim e Osmar Serraglio. A reportagem menciona fontes oficiais, como o Palácio do Planalto, e inclui detalhes sobre as atividades e polêmicas envolvendo os ministros. Além disso, a notícia é corroborada por informações de colunistas renomados, como Gérson Camarotti, que são conhecidos por sua credibilidade e acesso a informações exclusivas. Portanto, a notícia parece ser bem fundamentada e não há indícios de que seja falsa.

Resposta: 1"
336,"Explicação: A notícia é verdadeira. A declaração de Michel Temer sobre sentir saudade do tempo em que fazia campanha para deputado federal foi feita durante um discurso em Caraguatatuba (SP), conforme relatado pelo Blog do Camarotti. A notícia também menciona que Temer tem negado a possibilidade de concorrer a um novo mandato, o que é consistente com suas declarações anteriores. A informação sobre a entrega de títulos de propriedade e a previsão de entrega de cerca de 90 mil títulos durante o mês de março também é corroborada por outros meios de comunicação.

Resposta: 1"
337,"Explicação: A notícia é baseada em uma delação premiada de Cláudio Melo Filho, ex-vice-presidente de Relações Institucionais da Odebrecht. A delação inclui alegações de que o presidente Michel Temer solicitou R$ 10 milhões à Odebrecht em 2014. No entanto, a delação é parte de um acordo de delação premiada, onde o delator busca reduzir sua pena em troca de informações. A Presidência da República e outros envolvidos negaram as alegações, e a veracidade das informações depende de uma investigação mais aprofundada. Portanto, a notícia é uma alegação baseada em uma delação, mas não há provas definitivas para confirmar a veracidade das acusações.

Resposta: 0"
338,"Explicação: A notícia fornecida é uma compilação de reportagens de diversos veículos de imprensa internacional sobre a condenação de Lula em segunda instância no TRF-4. Esses veículos, como The Guardian, The Washington Post, The New York Times, BBC, entre outros, são conhecidos por sua credibilidade e não há indicação de que a notícia seja uma fake news. A notícia detalha a decisão judicial, as reações dos apoiadores e opositores de Lula, e as implicações políticas e econômicas da decisão. Portanto, a notícia é verdadeira.

Resposta: 1"
339,"Explicação: A notícia é verdadeira. Ela descreve uma situação real de ocupação urbana em Belo Horizonte, Brasil, onde mulheres lideram a organização de uma grande comunidade de moradores. A notícia inclui detalhes específicos sobre a ocupação, como a data de início, a divisão em vilas, o número de moradores, e os desafios enfrentados, como a ameaça de despejo e a falta de infraestrutura. Além disso, a notícia menciona organizações e movimentos sociais que ajudam na organização e na defesa dos moradores, e inclui citações de pessoas diretamente envolvidas na ocupação. A informação é corroborada por fontes confiáveis, como a PUC-MG e a BBC Brasil.

Resposta: 1"
340,"Explicação: A notícia é verdadeira. A reportagem detalha uma palestra realizada pelo presidente da Petrobras, Pedro Parente, onde ele discute o novo paradigma no mercado de petróleo, incluindo previsões sobre a queda da demanda por combustíveis fósseis a partir de 2040. A notícia também menciona dados específicos sobre a produção de petróleo no pré-sal e a participação da Petrobras no refino e importação de petróleo, o que são informações factuais e verificáveis. Além disso, a notícia é corroborada por fontes confiáveis, como a Agência Nacional do Petróleo, Gás e Biocombustíveis (ANP).

Resposta: 1"
